case_id,case_year,justice_name,advocate_name,utt_id_first,utt_id_last,advocate_gender,num_utts,num_utts_adv,num_utts_justice,num_toks_total,num_toks_adv,num_toks_justice,advocate_ideology,justice_ideology,adv_experience_int,adv_experience_bin,female_issue,num_adv_utts_interrupted,num_justice_utts_interrupted,adv_interruption_rate,justice_interruption_rate,num_adv_disfl,num_justice_disfl,num_adv_toks_in_utts_interrupted,num_justice_toks_in_utts_interrupted,justice_gender,adv_ideology_gender,ideology_matches
2017_16-424,2017,Stephen G. Breyer,Eric J. Feigin,24550__1_053,24550__1_058,M,6,3,3,470,256,214,conservative,liberal,4,1,0,3,1,11.71875,4.672897196261682,2,8,256,92,M,M-conservative,0
2017_16-424,2017,Ruth Bader Ginsburg,Eric J. Feigin,24550__1_059,24550__1_062,M,4,2,2,313,230,83,conservative,liberal,4,1,0,2,0,8.695652173913043,0.0,2,1,230,0,F,M-conservative,0
2017_16-424,2017,Sonia Sotomayor,Eric J. Feigin,24550__1_068,24550__1_071,M,4,2,2,189,82,107,conservative,liberal,4,1,0,1,0,12.195121951219512,0.0,0,5,41,0,F,M-conservative,0
2017_16-424,2017,Sonia Sotomayor,Eric J. Feigin,24550__1_078,24550__1_083,M,6,3,3,166,109,57,conservative,liberal,4,1,0,1,0,9.174311926605505,0.0,1,2,22,0,F,M-conservative,0
2013_12-464,2013,Antonin Scalia,Howard Srebnick,22575__0_001,22575__0_004,M,4,2,2,285,100,185,liberal,conservative,0,0,0,0,0,0.0,0.0,0,11,0,0,M,M-liberal,0
2013_12-464,2013,Samuel A. Alito Jr.,Howard Srebnick,22575__0_005,22575__0_008,M,4,2,2,208,143,65,liberal,conservative,0,0,0,1,0,6.993006993006993,0.0,1,1,105,0,M,M-liberal,0
2013_12-464,2013,Ruth Bader Ginsburg,Howard Srebnick,22575__0_009,22575__0_012,M,4,2,2,144,82,62,liberal,liberal,0,0,0,1,1,12.195121951219512,16.129032258064516,0,0,67,5,F,M-liberal,1
2013_12-464,2013,Antonin Scalia,Howard Srebnick,22575__0_014,22575__0_017,M,4,2,2,183,78,105,liberal,conservative,0,0,0,1,0,12.820512820512821,0.0,1,3,10,0,M,M-liberal,0
2013_12-464,2013,Sonia Sotomayor,Howard Srebnick,22575__0_020,22575__0_023,M,4,2,2,228,117,111,liberal,liberal,0,0,0,1,0,8.547008547008547,0.0,1,1,30,0,F,M-liberal,1
2013_12-464,2013,Anthony M. Kennedy,Howard Srebnick,22575__0_029,22575__0_038,M,10,5,5,262,158,104,liberal,conservative,0,0,0,4,0,25.31645569620253,0.0,4,2,83,0,M,M-liberal,0
2013_12-464,2013,Samuel A. Alito Jr.,Howard Srebnick,22575__0_043,22575__0_048,M,6,3,3,267,113,154,liberal,conservative,0,0,0,1,0,8.849557522123893,0.0,1,2,3,0,M,M-liberal,0
2013_12-464,2013,Ruth Bader Ginsburg,Howard Srebnick,22575__0_057,22575__0_060,M,4,2,2,144,56,88,liberal,liberal,0,0,0,0,0,0.0,0.0,0,0,0,0,F,M-liberal,1
2013_12-464,2013,Samuel A. Alito Jr.,Howard Srebnick,22575__0_061,22575__0_064,M,4,2,2,377,278,99,liberal,conservative,0,0,0,0,0,0.0,0.0,1,0,0,0,M,M-liberal,0
2013_12-464,2013,Sonia Sotomayor,Howard Srebnick,22575__0_065,22575__0_068,M,4,2,2,102,42,60,liberal,liberal,0,0,0,1,1,23.80952380952381,16.666666666666668,0,2,7,12,F,M-liberal,1
2013_12-464,2013,Antonin Scalia,Howard Srebnick,22575__0_069,22575__0_078,M,10,5,5,476,270,206,liberal,conservative,0,0,0,2,0,7.407407407407407,0.0,5,5,73,0,M,M-liberal,0
2013_12-464,2013,Ruth Bader Ginsburg,Howard Srebnick,22575__0_079,22575__0_086,M,8,4,4,297,200,97,liberal,liberal,0,0,0,0,0,0.0,0.0,0,3,0,0,F,M-liberal,1
2013_12-464,2013,Antonin Scalia,Howard Srebnick,22575__0_089,22575__0_094,M,6,3,3,219,141,78,liberal,conservative,0,0,0,0,1,0.0,12.820512820512821,0,3,0,4,M,M-liberal,0
2013_12-464,2013,John G. Roberts Jr.,Michael R. Dreeben,22575__1_000,22575__1_003,M,4,2,2,295,191,104,conservative,conservative,10,1,0,1,0,5.2356020942408374,0.0,0,1,105,0,M,M-conservative,1
2013_12-464,2013,Stephen G. Breyer,Michael R. Dreeben,22575__1_004,22575__1_009,M,6,3,3,466,124,342,conservative,liberal,10,1,0,3,0,24.193548387096776,0.0,3,9,124,0,M,M-conservative,0
2013_12-464,2013,Anthony M. Kennedy,Michael R. Dreeben,22575__1_010,22575__1_025,M,16,8,8,516,314,202,conservative,conservative,10,1,0,5,2,15.92356687898089,9.900990099009901,7,3,172,66,M,M-conservative,1
2013_12-464,2013,John G. Roberts Jr.,Michael R. Dreeben,22575__1_029,22575__1_032,M,4,2,2,363,79,284,conservative,conservative,10,1,0,1,0,12.658227848101266,0.0,1,3,11,0,M,M-conservative,1
2013_12-464,2013,Stephen G. Breyer,Michael R. Dreeben,22575__1_035,22575__1_042,M,8,4,4,572,106,466,conservative,liberal,10,1,0,1,0,9.433962264150944,0.0,1,1,14,0,M,M-conservative,0
2013_12-464,2013,John G. Roberts Jr.,Michael R. Dreeben,22575__1_043,22575__1_050,M,8,4,4,681,489,192,conservative,conservative,10,1,0,2,0,4.08997955010225,0.0,1,0,273,0,M,M-conservative,1
2013_12-464,2013,Stephen G. Breyer,Michael R. Dreeben,22575__1_051,22575__1_060,M,10,5,5,361,126,235,conservative,liberal,10,1,0,2,0,15.873015873015873,0.0,3,1,24,0,M,M-conservative,0
2013_12-464,2013,John G. Roberts Jr.,Michael R. Dreeben,22575__1_061,22575__1_066,M,6,3,3,370,96,274,conservative,conservative,10,1,0,1,1,10.416666666666666,3.6496350364963503,0,1,53,6,M,M-conservative,1
2013_12-464,2013,Sonia Sotomayor,Michael R. Dreeben,22575__1_067,22575__1_070,M,4,2,2,172,59,113,conservative,liberal,10,1,0,2,0,33.898305084745765,0.0,2,0,59,0,F,M-conservative,0
2013_12-464,2013,Stephen G. Breyer,Michael R. Dreeben,22575__1_071,22575__1_074,M,4,2,2,307,65,242,conservative,liberal,10,1,0,1,0,15.384615384615385,0.0,2,2,29,0,M,M-conservative,0
2013_12-464,2013,Anthony M. Kennedy,Michael R. Dreeben,22575__1_075,22575__1_084,M,10,5,5,413,263,150,conservative,conservative,10,1,0,2,0,7.604562737642586,0.0,3,1,52,0,M,M-conservative,1
2013_12-464,2013,Stephen G. Breyer,Michael R. Dreeben,22575__1_093,22575__1_098,M,6,3,3,580,385,195,conservative,liberal,10,1,0,3,0,7.792207792207792,0.0,3,3,385,0,M,M-conservative,0
2012_11-1351,2012,John G. Roberts Jr.,Pratik A. Shah,22781__1_000,22781__1_011,M,12,6,6,662,455,207,liberal,conservative,5,1,0,3,0,6.593406593406593,0.0,3,4,283,0,M,M-liberal,0
2012_11-1351,2012,Sonia Sotomayor,Pratik A. Shah,22781__1_012,22781__1_017,M,6,3,3,150,96,54,liberal,liberal,5,1,0,2,0,20.833333333333332,0.0,7,0,93,0,F,M-liberal,1
2012_11-1351,2012,Antonin Scalia,Pratik A. Shah,22781__1_018,22781__1_025,M,8,4,4,388,274,114,liberal,conservative,5,1,0,3,0,10.94890510948905,0.0,4,3,228,0,M,M-liberal,0
2012_11-1351,2012,Antonin Scalia,Pratik A. Shah,22781__1_028,22781__1_031,M,4,2,2,248,143,105,liberal,conservative,5,1,0,1,0,6.993006993006993,0.0,2,5,9,0,M,M-liberal,0
2012_11-1351,2012,Elena Kagan,Pratik A. Shah,22781__1_032,22781__1_039,M,8,4,4,317,119,198,liberal,liberal,5,1,0,1,0,8.403361344537815,0.0,2,1,30,0,F,M-liberal,1
2012_11-1351,2012,Stephen G. Breyer,Pratik A. Shah,22781__1_044,22781__1_049,M,6,3,3,195,71,124,liberal,liberal,5,1,0,3,0,42.25352112676056,0.0,4,0,71,0,M,M-liberal,1
2012_11-1351,2012,Antonin Scalia,Pratik A. Shah,22781__1_050,22781__1_053,M,4,2,2,116,63,53,liberal,conservative,5,1,0,1,0,15.873015873015873,0.0,1,0,11,0,M,M-liberal,0
2012_11-1351,2012,Elena Kagan,Pratik A. Shah,22781__1_058,22781__1_061,M,4,2,2,212,99,113,liberal,liberal,5,1,0,2,0,20.2020202020202,0.0,1,2,99,0,F,M-liberal,1
2012_11-1351,2012,Antonin Scalia,Pratik A. Shah,22781__1_062,22781__1_065,M,4,2,2,84,28,56,liberal,conservative,5,1,0,1,0,35.714285714285715,0.0,2,0,22,0,M,M-liberal,0
2012_11-1351,2012,John G. Roberts Jr.,Pratik A. Shah,22781__1_066,22781__1_071,M,6,3,3,215,158,57,liberal,conservative,5,1,0,3,0,18.9873417721519,0.0,10,4,158,0,M,M-liberal,0
2012_11-1351,2012,Anthony M. Kennedy,Pratik A. Shah,22781__1_072,22781__1_077,M,6,3,3,240,153,87,liberal,conservative,5,1,0,2,0,13.071895424836601,0.0,2,1,148,0,M,M-liberal,0
2012_11-1351,2012,Antonin Scalia,Pratik A. Shah,22781__1_078,22781__1_083,M,6,3,3,276,116,160,liberal,conservative,5,1,0,3,1,25.862068965517242,6.25,4,4,116,26,M,M-liberal,0
2012_11-1351,2012,Stephen G. Breyer,Pratik A. Shah,22781__1_088,22781__1_101,M,14,7,7,519,319,200,liberal,liberal,5,1,0,3,2,9.404388714733543,10.0,6,4,245,75,M,M-liberal,1
2012_11-1351,2012,John G. Roberts Jr.,Pratik A. Shah,22781__1_102,22781__1_105,M,4,2,2,396,312,84,liberal,conservative,5,1,0,0,0,0.0,0.0,4,2,0,0,M,M-liberal,0
2015_14-1375,2015,Sonia Sotomayor,Paul M. Smith,24116__0_001,24116__0_006,M,6,3,3,368,282,86,conservative,liberal,0,0,0,1,0,3.5460992907801416,0.0,2,0,265,0,F,M-conservative,0
2015_14-1375,2015,Ruth Bader Ginsburg,Paul M. Smith,24116__0_007,24116__0_024,M,18,9,9,1231,1003,228,conservative,liberal,0,0,0,7,0,6.979062811565304,0.0,24,5,450,0,F,M-conservative,0
2015_14-1375,2015,Elena Kagan,Paul M. Smith,24116__0_027,24116__0_034,M,8,4,4,591,474,117,conservative,liberal,0,0,0,1,0,2.109704641350211,0.0,15,4,179,0,F,M-conservative,0
2015_14-1375,2015,Anthony M. Kennedy,Paul M. Smith,24116__0_035,24116__0_038,M,4,2,2,124,70,54,conservative,conservative,0,0,0,0,0,0.0,0.0,5,2,0,0,M,M-conservative,1
2015_14-1375,2015,Elena Kagan,Paul M. Smith,24116__0_041,24116__0_046,M,6,3,3,288,211,77,conservative,liberal,0,0,0,3,0,14.218009478672986,0.0,3,1,211,0,F,M-conservative,0
2015_14-1375,2015,Elena Kagan,Paul M. Smith,24116__0_050,24116__0_055,M,6,3,3,474,354,120,conservative,liberal,0,0,0,2,0,5.649717514124294,0.0,5,1,352,0,F,M-conservative,0
2015_14-1375,2015,Stephen G. Breyer,Paul M. Smith,24116__0_056,24116__0_060,M,5,3,2,288,249,39,conservative,liberal,0,0,0,1,0,4.016064257028113,0.0,3,0,81,0,M,M-conservative,0
2015_14-1375,2015,Sonia Sotomayor,Paul M. Smith,24116__0_061,24116__0_064,M,4,2,2,103,46,57,conservative,liberal,0,0,0,1,0,21.73913043478261,0.0,1,3,5,0,F,M-conservative,0
2015_14-1375,2015,Elena Kagan,Paul M. Smith,24116__0_067,24116__0_070,M,4,2,2,239,141,98,conservative,liberal,0,0,0,2,0,14.184397163120567,0.0,1,1,141,0,F,M-conservative,0
2015_14-1375,2015,Sonia Sotomayor,Paul M. Smith,24116__0_071,24116__0_076,M,6,4,2,255,198,57,conservative,liberal,0,0,0,2,0,10.1010101010101,0.0,7,0,28,0,F,M-conservative,0
2015_14-1375,2015,Anthony M. Kennedy,Paul M. Smith,24116__0_077,24116__0_082,M,6,3,3,263,186,77,conservative,conservative,0,0,0,2,1,10.75268817204301,12.987012987012987,9,7,179,23,M,M-conservative,1
2015_14-1375,2015,Samuel A. Alito Jr.,Brian H. Fletcher,24116__1_000,24116__1_005,M,6,3,3,191,151,40,liberal,conservative,0,0,0,1,0,6.622516556291391,0.0,0,0,6,0,M,M-liberal,0
2015_14-1375,2015,Stephen G. Breyer,Brian H. Fletcher,24116__1_006,24116__1_019,M,14,7,7,452,215,237,liberal,liberal,0,0,0,2,0,9.30232558139535,0.0,5,6,79,0,M,M-liberal,1
2015_14-1375,2015,Stephen G. Breyer,Brian H. Fletcher,24116__1_031,24116__1_035,M,5,2,3,448,145,303,liberal,liberal,0,0,0,1,0,6.896551724137931,0.0,0,4,37,0,M,M-liberal,1
2015_14-1375,2015,Stephen G. Breyer,Brian H. Fletcher,24116__1_038,24116__1_043,M,6,3,3,465,246,219,liberal,liberal,0,0,0,1,1,4.065040650406504,4.566210045662101,5,6,57,172,M,M-liberal,1
2015_14-1375,2015,John G. Roberts Jr.,Brian H. Fletcher,24116__1_044,24116__1_053,M,10,5,5,923,525,398,liberal,conservative,0,0,0,3,0,5.714285714285714,0.0,13,3,304,0,M,M-liberal,0
2015_14-1375,2015,Anthony M. Kennedy,Brian H. Fletcher,24116__1_054,24116__1_065,M,12,6,6,353,169,184,liberal,conservative,0,0,0,2,0,11.834319526627219,0.0,6,3,121,0,M,M-liberal,0
2015_14-1375,2015,Samuel A. Alito Jr.,Brian H. Fletcher,24116__1_066,24116__1_071,M,6,3,3,397,231,166,liberal,conservative,0,0,0,2,0,8.658008658008658,0.0,5,8,198,0,M,M-liberal,0
2015_14-1375,2015,Stephen G. Breyer,Brian H. Fletcher,24116__1_072,24116__1_075,M,4,2,2,270,117,153,liberal,liberal,0,0,0,1,0,8.547008547008547,0.0,0,1,111,0,M,M-liberal,1
2015_14-1375,2015,John G. Roberts Jr.,Brian H. Fletcher,24116__1_076,24116__1_095,M,20,10,10,1057,737,320,liberal,conservative,0,0,0,2,1,2.7137042062415198,3.125,20,17,141,3,M,M-liberal,0
2015_14-1375,2015,Sonia Sotomayor,Brian H. Fletcher,24116__1_096,24116__1_101,M,6,3,3,336,195,141,liberal,liberal,0,0,0,1,1,5.128205128205129,7.092198581560283,2,3,96,4,F,M-liberal,1
2015_14-1375,2015,Stephen G. Breyer,Brian H. Fletcher,24116__1_102,24116__1_119,M,18,9,9,427,325,102,liberal,liberal,0,0,0,1,0,3.076923076923077,0.0,4,2,21,0,M,M-liberal,1
2015_14-1375,2015,Elena Kagan,Brian H. Fletcher,24116__1_120,24116__1_127,M,8,4,4,309,160,149,liberal,liberal,0,0,0,2,1,12.5,6.7114093959731544,1,1,156,15,F,M-liberal,1
2015_14-1375,2015,Ruth Bader Ginsburg,Paul M. Smith,24116__2_000,24116__2_003,M,4,2,2,503,476,27,conservative,liberal,0,0,0,1,0,2.100840336134454,0.0,8,1,224,0,F,M-conservative,0
2015_14-1375,2015,Sonia Sotomayor,Paul M. Smith,24116__2_004,24116__2_009,M,6,3,3,208,169,39,conservative,liberal,0,0,0,2,0,11.834319526627219,0.0,5,0,16,0,F,M-conservative,0
2015_14-916,2015,Samuel A. Alito Jr.,Thomas G. Saunders,24100__0_007,24100__0_010,M,4,2,2,107,58,49,conservative,conservative,0,0,0,1,0,17.24137931034483,0.0,1,1,47,0,M,M-conservative,1
2015_14-916,2015,Sonia Sotomayor,Thomas G. Saunders,24100__0_011,24100__0_028,M,18,9,9,753,592,161,conservative,liberal,0,0,0,2,1,3.3783783783783785,6.211180124223603,12,3,10,18,F,M-conservative,0
2015_14-916,2015,John G. Roberts Jr.,Thomas G. Saunders,24100__0_043,24100__0_046,M,4,2,2,212,82,130,conservative,conservative,0,0,0,0,0,0.0,0.0,3,5,0,0,M,M-conservative,1
2015_14-916,2015,Anthony M. Kennedy,Thomas G. Saunders,24100__0_047,24100__0_050,M,4,2,2,151,53,98,conservative,conservative,0,0,0,1,0,18.867924528301888,0.0,3,3,7,0,M,M-conservative,1
2015_14-916,2015,Sonia Sotomayor,Thomas G. Saunders,24100__0_053,24100__0_056,M,4,2,2,246,183,63,conservative,liberal,0,0,0,1,0,5.46448087431694,0.0,5,0,27,0,F,M-conservative,0
2015_14-916,2015,Stephen G. Breyer,Thomas G. Saunders,24100__0_057,24100__0_072,M,16,8,8,915,321,594,conservative,liberal,0,0,0,6,0,18.69158878504673,0.0,9,16,125,0,M,M-conservative,0
2015_14-916,2015,Elena Kagan,Thomas G. Saunders,24100__0_080,24100__0_087,M,8,4,4,317,143,174,conservative,liberal,0,0,0,2,0,13.986013986013987,0.0,2,5,56,0,F,M-conservative,0
2015_14-916,2015,John G. Roberts Jr.,Thomas G. Saunders,24100__0_088,24100__0_091,M,4,2,2,289,148,141,conservative,conservative,0,0,0,2,0,13.513513513513514,0.0,1,6,148,0,M,M-conservative,1
2015_14-916,2015,Stephen G. Breyer,Thomas G. Saunders,24100__0_092,24100__0_095,M,4,2,2,273,46,227,conservative,liberal,0,0,0,1,2,21.73913043478261,8.810572687224669,1,5,2,227,M,M-conservative,0
2015_14-916,2015,Sonia Sotomayor,Zachary D. Tripp,24100__1_004,24100__1_027,M,24,12,12,779,481,298,liberal,liberal,0,0,0,6,4,12.474012474012474,13.422818791946309,12,4,169,55,F,M-liberal,1
2015_14-916,2015,Elena Kagan,Zachary D. Tripp,24100__1_028,24100__1_041,M,14,7,7,464,199,265,liberal,liberal,0,0,0,4,1,20.100502512562816,3.7735849056603774,7,7,191,16,F,M-liberal,1
2015_14-916,2015,Sonia Sotomayor,Zachary D. Tripp,24100__1_042,24100__1_045,M,4,2,2,159,117,42,liberal,liberal,0,0,0,2,2,17.094017094017094,47.61904761904762,2,2,117,42,F,M-liberal,1
2015_14-916,2015,Anthony M. Kennedy,Zachary D. Tripp,24100__1_046,24100__1_051,M,6,3,3,106,29,77,liberal,conservative,0,0,0,2,1,68.96551724137932,12.987012987012987,1,5,27,20,M,M-liberal,0
2015_14-916,2015,John G. Roberts Jr.,Zachary D. Tripp,24100__1_052,24100__1_061,M,10,5,5,428,257,171,liberal,conservative,0,0,0,5,1,19.455252918287936,5.847953216374269,6,5,257,94,M,M-liberal,0
2015_14-916,2015,Stephen G. Breyer,Zachary D. Tripp,24100__1_066,24100__1_073,M,8,4,4,409,40,369,liberal,liberal,0,0,0,2,0,50.0,0.0,2,0,32,0,M,M-liberal,1
2015_14-916,2015,Ruth Bader Ginsburg,Zachary D. Tripp,24100__1_074,24100__1_077,M,4,2,2,354,249,105,liberal,liberal,0,0,0,1,1,4.016064257028113,9.523809523809524,8,5,247,97,F,M-liberal,1
2015_14-916,2015,John G. Roberts Jr.,Zachary D. Tripp,24100__1_078,24100__1_081,M,4,2,2,136,126,10,liberal,conservative,0,0,0,1,1,7.936507936507937,100.0,5,0,119,2,M,M-liberal,0
2015_14-916,2015,Anthony M. Kennedy,Zachary D. Tripp,24100__1_082,24100__1_091,M,10,5,5,267,140,127,liberal,conservative,0,0,0,4,2,28.571428571428573,15.748031496062993,12,3,135,32,M,M-liberal,0
2015_14-916,2015,Elena Kagan,Zachary D. Tripp,24100__1_101,24100__1_110,M,10,5,5,815,644,171,liberal,liberal,0,0,0,0,0,0.0,0.0,47,2,0,0,F,M-liberal,1
2015_14-916,2015,Sonia Sotomayor,Zachary D. Tripp,24100__1_113,24100__1_122,M,10,5,5,328,249,79,liberal,liberal,0,0,0,4,2,16.06425702811245,25.31645569620253,15,1,94,36,F,M-liberal,1
2015_14-916,2015,Anthony M. Kennedy,Zachary D. Tripp,24100__1_123,24100__1_127,M,5,3,2,156,129,27,liberal,conservative,0,0,0,0,1,0.0,37.03703703703704,3,1,0,9,M,M-liberal,0
2011_10-6549,2011,John G. Roberts Jr.,Candace Cain,22365__0_001,22365__0_008,F,8,4,4,342,266,76,liberal,conservative,0,0,0,2,0,7.518796992481203,0.0,2,1,234,0,M,F-liberal,0
2011_10-6549,2011,Sonia Sotomayor,Candace Cain,22365__0_009,22365__0_012,F,4,2,2,153,94,59,liberal,liberal,0,0,0,1,0,10.638297872340425,0.0,1,2,47,0,F,F-liberal,1
2011_10-6549,2011,Anthony M. Kennedy,Candace Cain,22365__0_015,22365__0_018,F,4,2,2,250,117,133,liberal,conservative,0,0,0,1,1,8.547008547008547,7.518796992481203,2,4,23,68,M,F-liberal,0
2011_10-6549,2011,Ruth Bader Ginsburg,Candace Cain,22365__0_021,22365__0_026,F,6,3,3,206,41,165,liberal,liberal,0,0,0,1,0,24.390243902439025,0.0,2,5,20,0,F,F-liberal,1
2011_10-6549,2011,Sonia Sotomayor,Candace Cain,22365__0_029,22365__0_046,F,18,9,9,375,165,210,liberal,liberal,0,0,0,4,0,24.242424242424242,0.0,7,7,78,0,F,F-liberal,1
2011_10-6549,2011,Ruth Bader Ginsburg,Candace Cain,22365__0_049,22365__0_058,F,10,5,5,292,39,253,liberal,liberal,0,0,0,0,1,0.0,3.952569169960474,0,9,0,22,F,F-liberal,1
2011_10-6549,2011,Stephen G. Breyer,Candace Cain,22365__0_068,22365__0_075,F,8,4,4,162,56,106,liberal,liberal,0,0,0,1,0,17.857142857142858,0.0,1,2,2,0,M,F-liberal,1
2011_10-6549,2011,Elena Kagan,Candace Cain,22365__0_076,22365__0_079,F,4,2,2,138,49,89,liberal,liberal,0,0,0,0,0,0.0,0.0,1,0,0,0,F,F-liberal,1
2011_10-6549,2011,Sonia Sotomayor,Candace Cain,22365__0_080,22365__0_085,F,6,3,3,377,304,73,liberal,liberal,0,0,0,0,0,0.0,0.0,1,0,0,0,F,F-liberal,1
2011_10-6549,2011,Ruth Bader Ginsburg,Candace Cain,22365__0_088,22365__0_099,F,12,6,6,335,138,197,liberal,liberal,0,0,0,4,1,28.985507246376812,5.0761421319796955,6,2,68,14,F,F-liberal,1
2011_10-6549,2011,Sonia Sotomayor,Candace Cain,22365__0_104,22365__0_113,F,10,5,5,403,261,142,liberal,liberal,0,0,0,2,0,7.662835249042145,0.0,4,2,218,0,F,F-liberal,1
2011_10-6549,2011,Samuel A. Alito Jr.,Melissa Arbus Sherry,22365__1_005,22365__1_010,F,6,3,3,341,182,159,conservative,conservative,1,1,0,2,1,10.989010989010989,6.289308176100629,2,7,127,54,M,F-conservative,1
2011_10-6549,2011,Sonia Sotomayor,Melissa Arbus Sherry,22365__1_014,22365__1_021,F,8,4,4,118,73,45,conservative,liberal,1,1,0,0,1,0.0,22.22222222222222,1,0,0,7,F,F-conservative,0
2011_10-6549,2011,John G. Roberts Jr.,Melissa Arbus Sherry,22365__1_022,22365__1_027,F,6,3,3,491,347,144,conservative,conservative,1,1,0,1,0,2.881844380403458,0.0,4,2,58,0,M,F-conservative,1
2011_10-6549,2011,Elena Kagan,Melissa Arbus Sherry,22365__1_028,22365__1_031,F,4,2,2,150,77,73,conservative,liberal,1,1,0,1,0,12.987012987012987,0.0,2,1,30,0,F,F-conservative,0
2011_10-6549,2011,Stephen G. Breyer,Melissa Arbus Sherry,22365__1_039,22365__1_052,F,14,7,7,657,185,472,conservative,liberal,1,1,0,3,1,16.216216216216218,2.1186440677966103,6,10,159,18,M,F-conservative,0
2011_10-6549,2011,Stephen G. Breyer,Melissa Arbus Sherry,22365__1_058,22365__1_061,F,4,2,2,583,377,206,conservative,liberal,1,1,0,2,0,5.305039787798409,0.0,2,3,377,0,M,F-conservative,0
2011_10-6549,2011,Stephen G. Breyer,Melissa Arbus Sherry,22365__1_064,22365__1_071,F,8,4,4,253,124,129,conservative,liberal,1,1,0,0,0,0.0,0.0,2,1,0,0,M,F-conservative,0
2011_10-6549,2011,John G. Roberts Jr.,Melissa Arbus Sherry,22365__1_074,22365__1_091,F,18,9,9,868,645,223,conservative,conservative,1,1,0,4,0,6.2015503875969,0.0,8,7,124,0,M,F-conservative,1
2011_10-6549,2011,Sonia Sotomayor,Melissa Arbus Sherry,22365__1_092,22365__1_095,F,4,2,2,776,472,304,conservative,liberal,1,1,0,2,0,4.237288135593221,0.0,1,5,472,0,F,F-conservative,0
2019_18-916,2019,Ruth Bader Ginsburg,Adam H. Charnes,24954__0_027,24954__0_032,M,6,3,3,402,297,105,liberal,liberal,0,0,0,2,0,6.734006734006734,0.0,5,6,273,0,F,M-liberal,1
2019_18-916,2019,Sonia Sotomayor,Jonathan Y. Ellis,24954__1_017,24954__1_026,M,10,5,5,330,152,178,conservative,liberal,5,1,0,5,1,32.89473684210526,5.617977528089888,4,5,152,68,F,M-conservative,0
2019_18-916,2019,Samuel A. Alito Jr.,Jonathan Y. Ellis,24954__1_027,24954__1_032,M,6,3,3,237,162,75,conservative,conservative,5,1,0,2,1,12.345679012345679,13.333333333333334,6,3,156,3,M,M-conservative,1
2019_18-916,2019,Stephen G. Breyer,Jonathan Y. Ellis,24954__1_033,24954__1_040,M,8,4,4,743,274,469,conservative,liberal,5,1,0,3,1,10.94890510948905,2.1321961620469083,10,8,271,3,M,M-conservative,0
2019_18-916,2019,Ruth Bader Ginsburg,Jonathan Y. Ellis,24954__1_058,24954__1_061,M,4,2,2,208,124,84,conservative,liberal,5,1,0,1,1,8.064516129032258,11.904761904761905,3,6,101,5,F,M-conservative,0
2019_18-916,2019,John G. Roberts Jr.,Daniel L. Geyser,24954__2_000,24954__2_005,M,6,2,4,484,223,261,conservative,conservative,8,1,0,0,0,0.0,0.0,2,8,0,0,M,M-conservative,1
2019_18-916,2019,Elena Kagan,Daniel L. Geyser,24954__2_006,24954__2_013,M,8,4,4,444,210,234,conservative,liberal,8,1,0,2,0,9.523809523809524,0.0,3,2,65,0,F,M-conservative,0
2019_18-916,2019,Stephen G. Breyer,Daniel L. Geyser,24954__2_016,24954__2_021,M,6,3,3,576,207,369,conservative,liberal,8,1,0,2,0,9.66183574879227,0.0,5,6,71,0,M,M-conservative,0
2019_18-916,2019,Elena Kagan,Daniel L. Geyser,24954__2_026,24954__2_035,M,10,5,5,585,329,256,conservative,liberal,8,1,0,3,2,9.118541033434651,7.8125,5,5,199,27,F,M-conservative,0
2019_18-916,2019,Elena Kagan,Daniel L. Geyser,24954__2_058,24954__2_061,M,4,2,2,196,62,134,conservative,liberal,8,1,0,1,1,16.129032258064516,7.462686567164179,2,4,57,7,F,M-conservative,0
2019_18-916,2019,Sonia Sotomayor,Daniel L. Geyser,24954__2_066,24954__2_079,M,14,7,7,840,675,165,conservative,liberal,8,1,0,5,3,7.407407407407407,18.181818181818183,10,7,668,23,F,M-conservative,0
2019_18-916,2019,Stephen G. Breyer,Daniel L. Geyser,24954__2_080,24954__2_091,M,12,6,6,695,422,273,conservative,liberal,8,1,0,3,0,7.109004739336493,0.0,11,10,48,0,M,M-conservative,0
2019_18-916,2019,Elena Kagan,Daniel L. Geyser,24954__2_102,24954__2_109,M,8,4,4,213,115,98,conservative,liberal,8,1,0,3,0,26.08695652173913,0.0,2,1,46,0,F,M-conservative,0
2013_12-873,2013,Antonin Scalia,Steven B. Loy,22965__0_001,22965__0_004,M,4,2,2,271,205,66,conservative,conservative,0,0,0,1,0,4.878048780487805,0.0,1,1,159,0,M,M-conservative,1
2013_12-873,2013,Samuel A. Alito Jr.,Steven B. Loy,22965__0_009,22965__0_012,M,4,2,2,245,182,63,conservative,conservative,0,0,0,0,0,0.0,0.0,2,2,0,0,M,M-conservative,1
2013_12-873,2013,Stephen G. Breyer,Steven B. Loy,22965__0_015,22965__0_022,M,8,4,4,497,204,293,conservative,liberal,0,0,0,0,0,0.0,0.0,3,5,0,0,M,M-conservative,0
2013_12-873,2013,Elena Kagan,Steven B. Loy,22965__0_023,22965__0_028,M,6,3,3,376,157,219,conservative,liberal,0,0,0,1,0,6.369426751592357,0.0,2,2,76,0,F,M-conservative,0
